ts_event,publisher_id,product_id,open,high,low,close,volume
2022-10-30 00:00:00+00:00,1,9208,1852.2,1856.2,1846.4,1848.9,2638
2022-10-31 00:00:00+00:00,1,9208,1848.9,1862.4,1835.0000000000002,1853.8000000000002,91775
2022-11-01 00:00:00+00:00,1,9208,1853.9,1876.4,1848.0000000000002,1854.0000000000002,96545
2022-11-02 00:00:00+00:00,1,9208,1854.3000000000002,1869.6000000000001,1785.8000000000002,1787.7,120495
2022-11-03 00:00:00+00:00,1,9208,1787.6000000000001,1799.5,1758.2,1778.9,116463
2022-11-04 00:00:00+00:00,1,9208,1778.9,1817.7,1771.6000000000001,1801.5,148960
2022-11-06 00:00:00+00:00,1,9208,1793.0,1793.6000000000001,1785.0,1791.4,2803
2022-11-07 00:00:00+00:00,1,9208,1791.4,1824.0,1791.2,1815.5,114533
2022-11-08 00:00:00+00:00,1,9208,1815.4,1837.7,1791.0,1816.8000000000002,114424
2022-11-09 00:00:00+00:00,1,9208,1816.6000000000001,1818.6000000000001,1758.9,1765.0,117738
2022-11-10 00:00:00+00:00,1,9208,1764.7,1877.8000000000002,1763.6000000000001,1876.3000000000002,145684
2022-11-11 00:00:00+00:00,1,9208,1876.5000000000002,1906.1000000000001,1869.8000000000002,1886.7,114365
2022-11-13 00:00:00+00:00,1,9208,1882.5000000000002,1884.2,1876.9,1883.2,2996
2022-11-14 00:00:00+00:00,1,9208,1882.9,1895.4,1863.4,1871.0000000000002,109563
2022-11-15 00:00:00+00:00,1,9208,1870.8000000000002,1913.3000000000002,1869.5000000000002,1891.1000000000001,154698
2022-11-16 00:00:00+00:00,1,9208,1891.8000000000002,1902.8000000000002,1853.4,1860.7,120611
2022-11-17 00:00:00+00:00,1,9208,1860.6000000000001,1867.1000000000001,1820.7,1840.8000000000002,114243
2022-11-18 00:00:00+00:00,1,9208,1841.2,1869.0000000000002,1836.3000000000002,1853.1000000000001,107717
2022-11-20 00:00:00+00:00,1,9208,1853.5000000000002,1858.1000000000001,1851.2,1851.7,1659
2022-11-21 00:00:00+00:00,1,9208,1851.7,1852.5000000000002,1829.8000000000002,1843.6000000000001,75855
2022-11-22 00:00:00+00:00,1,9208,1843.9,1865.6000000000001,1837.3000000000002,1864.2,74966
2022-11-23 00:00:00+00:00,1,9208,1864.4,1873.1000000000001,1850.4,1871.5000000000002,76282
2022-11-24 00:00:00+00:00,1,9208,1871.5000000000002,1876.0000000000002,1869.3000000000002,1874.0000000000002,10708
2022-11-25 00:00:00+00:00,1,9208,1874.1000000000001,1878.9,1861.4,1872.6000000000001,29535
2022-11-27 00:00:00+00:00,1,9208,1866.9,1867.0000000000002,1862.3000000000002,1862.3000000000002,1305
2022-11-28 00:00:00+00:00,1,9208,1862.2,1864.2,1827.2,1835.1000000000001,78846
2022-11-29 00:00:00+00:00,1,9208,1834.8000000000002,1850.6000000000001,1832.6000000000001,1836.6000000000001,73678
2022-11-30 00:00:00+00:00,1,9208,1836.7,1898.5000000000002,1821.1000000000001,1896.0000000000002,110028
2022-12-01 00:00:00+00:00,1,9208,1896.0000000000002,1906.0000000000002,1874.9,1882.3000000000002,95798
2022-12-02 00:00:00+00:00,1,9208,1882.2,1902.4,1843.3000000000002,1889.4,97368
2022-12-04 00:00:00+00:00,1,9208,1891.0000000000002,1894.9,1889.9,1893.3000000000002,1679
2022-12-05 00:00:00+00:00,1,9208,1893.3000000000002,1895.0000000000002,1834.6000000000001,1843.9,75694
2022-12-06 00:00:00+00:00,1,9208,1844.1000000000001,1847.6000000000001,1803.3000000000002,1815.0,71157
2022-12-07 00:00:00+00:00,1,9208,1815.1000000000001,1827.6000000000001,1803.6000000000001,1808.9,73179
2022-12-08 00:00:00+00:00,1,9208,1809.0,1838.4,1798.4,1817.5,74016
2022-12-09 00:00:00+00:00,1,9208,1817.4,1828.7,1793.8000000000002,1796.2,67344
2022-12-11 00:00:00+00:00,1,9208,1796.2,1798.5,1792.7,1793.7,856
2022-12-12 00:00:00+00:00,1,9208,1793.6000000000001,1822.9,1791.0,1819.8000000000002,26524
2022-12-13 00:00:00+00:00,1,9208,1819.9,1891.2,1816.5,1833.8000000000002,40152
2022-12-14 00:00:00+00:00,1,9208,1833.8000000000002,1849.4,1807.8000000000002,1825.2,21865
2022-12-15 00:00:00+00:00,1,9208,1825.2,1829.6000000000001,1768.1000000000001,1774.4,18404
2022-12-16 00:00:00+00:00,1,9208,1775.3000000000002,1779.3000000000002,1745.5,1752.1000000000001,846
2022-12-18 00:00:00+00:00,1,20443,1770.7,1777.3000000000002,1769.3000000000002,1774.0,1463
2022-12-19 00:00:00+00:00,1,20443,1774.2,1784.5,1743.6000000000001,1753.6000000000001,55557
