ts_event,publisher_id,product_id,open,high,low,close,volume
2022-03-01 00:00:00+00:00,1,795771,33901.0,34063.0,33064.0,33380.0,266089
2022-03-02 00:00:00+00:00,1,795771,33380.0,33977.0,33121.0,33807.0,263206
2022-03-03 00:00:00+00:00,1,795771,33812.0,34143.0,33597.0,33840.0,201184
2022-03-04 00:00:00+00:00,1,795771,33845.0,33859.0,33209.0,33520.0,227531
2022-03-06 00:00:00+00:00,1,795771,33469.0,33469.0,33186.0,33263.0,7204
2022-03-07 00:00:00+00:00,1,795771,33265.0,33543.0,32660.000000000004,32707.000000000004,253639
2022-03-08 00:00:00+00:00,1,795771,32711.000000000004,33371.0,32305.000000000004,32658.000000000004,322604
2022-03-09 00:00:00+00:00,1,795771,32658.000000000004,33442.0,32612.000000000004,33246.0,206940
2022-03-10 00:00:00+00:00,1,795771,33246.0,33283.0,32798.0,33224.0,147677
2022-03-11 00:00:00+00:00,1,795771,33220.0,33691.0,32902.0,32952.0,115043
2022-03-13 00:00:00+00:00,1,795771,32994.0,33196.0,32994.0,33169.0,2606
2022-03-14 00:00:00+00:00,1,795771,33164.0,33396.0,32814.0,32976.0,71860
2022-03-15 00:00:00+00:00,1,795771,32974.0,33618.0,32682.000000000004,33491.0,58113
2022-03-16 00:00:00+00:00,1,795771,33486.0,34161.0,33389.0,34112.0,42734
2022-03-17 00:00:00+00:00,1,795771,34108.0,34491.0,33864.0,34321.0,26097
2022-03-18 00:00:00+00:00,1,795771,34318.0,34422.0,34209.0,34262.0,1147
2022-03-20 00:00:00+00:00,1,271726,34663.0,34689.0,34593.0,34600.0,2888
2022-03-21 00:00:00+00:00,1,271726,34602.0,34693.0,34228.0,34410.0,140050
2022-03-22 00:00:00+00:00,1,271726,34404.0,34775.0,34329.0,34741.0,115372
2022-03-23 00:00:00+00:00,1,271726,34738.0,34792.0,34217.0,34267.0,113151
2022-03-24 00:00:00+00:00,1,271726,34270.0,34675.0,34213.0,34600.0,106464
2022-03-25 00:00:00+00:00,1,271726,34602.0,34839.0,34523.0,34754.0,113824
2022-03-27 00:00:00+00:00,1,271726,34754.0,34785.0,34688.0,34688.0,2570
2022-03-28 00:00:00+00:00,1,271726,34688.0,34885.0,34445.0,34841.0,108327
2022-03-29 00:00:00+00:00,1,271726,34844.0,35280.0,34828.0,35178.0,133646
2022-03-30 00:00:00+00:00,1,271726,35177.0,35257.0,34955.0,35108.0,104710
2022-03-31 00:00:00+00:00,1,271726,35113.0,35213.0,34590.0,34714.0,110921
2022-04-01 00:00:00+00:00,1,271726,34713.0,34806.0,34439.0,34707.0,118122
2022-04-03 00:00:00+00:00,1,271726,34695.0,34730.0,34643.0,34661.0,1757
2022-04-04 00:00:00+00:00,1,271726,34660.0,34848.0,34514.0,34795.0,90643
2022-04-05 00:00:00+00:00,1,271726,34794.0,35015.0,34468.0,34575.0,119427
2022-04-06 00:00:00+00:00,1,271726,34577.0,34607.0,34179.0,34303.0,159206
2022-04-07 00:00:00+00:00,1,271726,34300.0,34614.0,34093.0,34516.0,140946
2022-04-08 00:00:00+00:00,1,271726,34516.0,34818.0,34368.0,34627.0,114791
2022-04-10 00:00:00+00:00,1,271726,34620.0,34667.0,34568.0,34568.0,2403
2022-04-11 00:00:00+00:00,1,271726,34567.0,34621.0,34181.0,34220.0,128985
2022-04-12 00:00:00+00:00,1,271726,34218.0,34583.0,34010.0,34231.0,154819
2022-04-13 00:00:00+00:00,1,271726,34231.0,34512.0,34052.0,34459.0,127196
2022-04-14 00:00:00+00:00,1,271726,34463.0,34795.0,34340.0,34394.0,128530
2022-04-17 00:00:00+00:00,1,271726,34395.0,34395.0,34188.0,34208.0,5593
2022-04-18 00:00:00+00:00,1,271726,34207.0,34529.0,34180.0,34466.0,105447
2022-04-19 00:00:00+00:00,1,271726,34462.0,34896.0,34226.0,34826.0,149541
2022-04-20 00:00:00+00:00,1,271726,34826.0,35234.0,34728.0,35163.0,140622
2022-04-21 00:00:00+00:00,1,271726,35161.0,35414.0,34608.0,34627.0,158048
2022-04-22 00:00:00+00:00,1,271726,34628.0,34720.0,33593.0,33600.0,191680
2022-04-24 00:00:00+00:00,1,271726,33643.0,33738.0,33615.0,33674.0,6040
2022-04-25 00:00:00+00:00,1,271726,33674.0,34020.0,33231.0,33939.0,255361
2022-04-26 00:00:00+00:00,1,271726,33938.0,34038.0,33080.0,33257.0,225622
2022-04-27 00:00:00+00:00,1,271726,33258.0,33611.0,33014.0,33307.0,289694
2022-04-28 00:00:00+00:00,1,271726,33303.0,33969.0,33154.0,33698.0,193101
2022-04-29 00:00:00+00:00,1,271726,33702.0,33904.0,32820.0,32974.0,189067
2022-05-01 00:00:00+00:00,1,271726,32973.0,33066.0,32832.0,32937.0,7875
2022-05-02 00:00:00+00:00,1,271726,32936.0,33144.0,32358.000000000004,32952.0,249267
2022-05-03 00:00:00+00:00,1,271726,32954.0,33254.0,32807.0,33075.0,187054
2022-05-04 00:00:00+00:00,1,271726,33072.0,34028.0,32920.0,33915.0,208930
2022-05-05 00:00:00+00:00,1,271726,33913.0,34019.0,32589.000000000004,32931.0,243852
2022-05-06 00:00:00+00:00,1,271726,32934.0,32970.0,32376.000000000004,32748.000000000004,221575
2022-05-08 00:00:00+00:00,1,271726,32656.000000000004,32688.000000000004,32476.000000000004,32506.000000000004,6551
2022-05-09 00:00:00+00:00,1,271726,32507.000000000004,32626.000000000004,32038.000000000004,32261.000000000004,202897
2022-05-10 00:00:00+00:00,1,271726,32260.000000000004,32664.000000000004,31805.000000000004,32054.000000000004,304192
2022-05-11 00:00:00+00:00,1,271726,32052.000000000004,32506.000000000004,31714.000000000004,31831.000000000004,311278
2022-05-12 00:00:00+00:00,1,271726,31824.000000000004,31893.000000000004,31149.000000000004,31721.000000000004,317081
2022-05-13 00:00:00+00:00,1,271726,31720.000000000004,32201.000000000004,31684.000000000004,32080.000000000004,194515
2022-05-15 00:00:00+00:00,1,271726,32146.000000000004,32262.000000000004,32111.000000000004,32226.000000000004,3098
2022-05-16 00:00:00+00:00,1,271726,32225.000000000004,32453.000000000004,31867.000000000004,32178.000000000004,190979
2022-05-17 00:00:00+00:00,1,271726,32177.000000000004,32693.000000000004,32141.000000000004,32588.000000000004,185278
2022-05-18 00:00:00+00:00,1,271726,32588.000000000004,32621.000000000004,31293.000000000004,31295.000000000004,246268
2022-05-19 00:00:00+00:00,1,271726,31293.000000000004,31523.000000000004,30956.000000000004,31266.000000000004,265772
2022-05-20 00:00:00+00:00,1,271726,31270.000000000004,31546.000000000004,30588.000000000004,31249.000000000004,195061
2022-05-22 00:00:00+00:00,1,271726,31268.000000000004,31450.000000000004,31268.000000000004,31443.000000000004,4878
2022-05-23 00:00:00+00:00,1,271726,31442.000000000004,31925.000000000004,31306.000000000004,31756.000000000004,177508
2022-05-24 00:00:00+00:00,1,271726,31754.000000000004,32016.000000000004,31317.000000000004,31974.000000000004,173445
2022-05-25 00:00:00+00:00,1,271726,31972.000000000004,32214.000000000004,31684.000000000004,32053.000000000004,195068
2022-05-26 00:00:00+00:00,1,271726,32055.000000000004,32734.000000000004,31997.000000000004,32580.000000000004,142127
2022-05-27 00:00:00+00:00,1,271726,32582.000000000004,33240.0,32485.000000000004,33238.0,101617
2022-05-29 00:00:00+00:00,1,271726,33211.0,33254.0,33168.0,33213.0,2154
2022-05-30 00:00:00+00:00,1,271726,33211.0,33434.0,33152.0,33247.0,42799
2022-05-31 00:00:00+00:00,1,271726,33247.0,33264.0,32721.000000000004,33144.0,190367
