ts_event,publisher_id,product_id,open,high,low,close,volume
2022-10-30 00:00:00+00:00,1,20332,11593.5,11600.0,11545.5,11557.5,27353
2022-10-31 00:00:00+00:00,1,20332,11557.5,11581.5,11367.0,11468.75,1102643
2022-11-01 00:00:00+00:00,1,20332,11468.75,11619.0,11288.75,11332.75,1300305
2022-11-02 00:00:00+00:00,1,20332,11332.75,11459.75,10901.0,10919.25,1321764
2022-11-03 00:00:00+00:00,1,20332,10919.25,10995.75,10692.75,10710.75,1405284
2022-11-04 00:00:00+00:00,1,20332,10710.75,10974.25,10636.0,10874.75,1838777
2022-11-06 00:00:00+00:00,1,20332,10829.25,10829.25,10775.75,10796.25,21237
2022-11-07 00:00:00+00:00,1,20332,10796.25,11038.5,10784.25,11024.75,1232928
2022-11-08 00:00:00+00:00,1,20332,11025.0,11231.5,10928.25,11125.25,1327174
2022-11-09 00:00:00+00:00,1,20332,11125.25,11164.75,10822.0,10844.75,1374951
2022-11-10 00:00:00+00:00,1,20332,10844.5,11684.75,10809.0,11675.0,1440484
2022-11-11 00:00:00+00:00,1,20332,11675.25,11876.75,11569.5,11835.25,1478264
2022-11-13 00:00:00+00:00,1,20332,11796.0,11819.0,11765.0,11811.25,25479
2022-11-14 00:00:00+00:00,1,20332,11810.75,11898.5,11702.0,11767.0,1134195
2022-11-15 00:00:00+00:00,1,20332,11767.0,12118.5,11761.5,11898.75,1658477
2022-11-16 00:00:00+00:00,1,20332,11898.5,11962.25,11706.0,11780.0,1282902
2022-11-17 00:00:00+00:00,1,20332,11779.75,11828.25,11528.0,11719.75,1294615
2022-11-18 00:00:00+00:00,1,20332,11719.75,11844.0,11606.5,11709.5,1222968
2022-11-20 00:00:00+00:00,1,20332,11720.0,11755.25,11701.75,11709.0,12309
2022-11-21 00:00:00+00:00,1,20332,11709.0,11714.5,11553.25,11594.0,973036
2022-11-22 00:00:00+00:00,1,20332,11594.25,11759.25,11525.5,11745.0,910910
2022-11-23 00:00:00+00:00,1,20332,11745.0,11898.25,11720.25,11888.5,910824
2022-11-24 00:00:00+00:00,1,20332,11888.5,11932.75,11873.75,11917.75,146262
2022-11-25 00:00:00+00:00,1,20332,11918.0,11919.75,11766.25,11784.0,384456
2022-11-27 00:00:00+00:00,1,20332,11735.25,11748.0,11715.0,11726.75,14466
2022-11-28 00:00:00+00:00,1,20332,11726.25,11788.25,11574.75,11618.75,900086
2022-11-29 00:00:00+00:00,1,20332,11618.5,11704.25,11465.0,11503.25,1025759
2022-11-30 00:00:00+00:00,1,20332,11503.5,12087.5,11498.0,12073.0,1345551
2022-12-01 00:00:00+00:00,1,20332,12073.0,12144.75,11943.75,12040.0,1241832
2022-12-02 00:00:00+00:00,1,20332,12039.25,12068.0,11740.25,11979.75,1087803
2022-12-04 00:00:00+00:00,1,20332,12000.0,12015.0,11981.0,12001.5,13428
2022-12-05 00:00:00+00:00,1,20332,12001.75,12009.5,11745.25,11819.25,935050
2022-12-06 00:00:00+00:00,1,20332,11820.0,11846.0,11502.0,11578.25,1125552
2022-12-07 00:00:00+00:00,1,20332,11578.75,11596.0,11423.25,11510.5,1197848
2022-12-08 00:00:00+00:00,1,20332,11510.5,11685.5,11434.25,11637.5,952959
2022-12-09 00:00:00+00:00,1,20332,11637.25,11748.0,11516.5,11553.0,900109
